Time,Ang_X,Ang_Y,Ang_Z,Accel_X,Accel_Y,Accel_Z,Rest,Rest_Shift
26.222,-208,-7,76,2858,1901,7778,True,True
26.224,-29,-163,-26,2958,2009,8088,True,True
26.226,-1053,1737,-383,3270,1994,9373,True,True
26.266,1072,2862,-356,2947,1025,9900,True,True
26.268,1482,3862,-586,2968,1598,10639,True,True
26.311,739,4977,-739,2685,1664,11069,True,True
26.313,-234,5721,-511,2815,940,10639,True,True
26.316,483,6746,-230,2100,505,9867,True,True
26.357,2225,7259,127,1648,310,9453,True,True
26.359,2814,7887,383,1452,1159,9778,True,True
26.401,2635,8399,-255,1222,2297,9928,False,True
26.403,2225,8945,-918,626,2070,10191,False,False
26.406,1047,9689,-892,93,1908,9728,False,False
26.446,995,10383,-1071,-402,2076,9199,False,False
26.448,1328,10994,-1502,-1042,2372,8911,False,False
26.492,1175,11127,-2090,-1369,3037,8402,False,False
26.494,381,10953,-2319,-1707,3908,7381,False,False
26.496,-336,10433,-2828,-2569,4106,6181,False,False
26.537,-1079,9061,-3949,-3530,4199,5569,False,False
26.538,-823,7780,-5172,-3829,4149,6216,False,False
26.584,-772,6887,-6319,-3468,3904,6708,False,False
26.586,-2718,6044,-6777,-3374,3410,6466,False,False
26.589,-5125,5945,-6599,-3445,3192,5833,False,False
26.627,-6482,4953,-6930,-4140,1946,5448,False,False
26.629,-7507,3911,-7032,-3967,165,6360,False,False
26.671,-11246,3738,-5326,-3283,-1366,7298,False,False
26.673,-14549,4556,-2803,-3277,-2488,5732,False,False
26.676,-16624,4655,-969,-4394,-3127,3842,False,False
26.716,-18007,4358,1937,-3998,-4983,3984,False,False
26.718,-16726,3606,5017,-3867,-7284,3025,False,False
26.762,-11784,2895,7795,-4314,-8002,1668,False,False
26.764,-3870,1349,9400,-4659,-6210,627,False,False
26.766,2711,762,10216,-3998,-3844,2516,False,False
26.807,7884,1349,10342,-3378,-573,4430,False,False
26.809,12212,1754,10063,-3695,2465,4294,False,False
26.851,18000,3002,7896,-4040,5442,4460,False,False
26.853,19434,4730,4050,-5107,7983,6599,False,False
26.857,11316,5581,3515,-5851,10128,6091,False,False
26.896,99,4655,2853,-4025,8947,4077,False,False
26.899,-5100,4234,1197,-2438,4999,-1336,False,False
26.941,-2334,1497,-1681,-6399,6066,-3360,False,False
26.943,-1514,-2098,-4817,-7375,7766,260,False,False
26.946,-4434,-3999,-6217,-5759,6271,3349,False,False
26.986,-5919,-4577,-7235,-4550,3886,5186,False,False
26.988,-5125,-3982,-8408,-4713,1204,5744,False,False
27.031,-4408,-3007,-8917,-5224,-926,6097,False,False
27.033,-4767,-2635,-8356,-5548,-2575,7033,False,False
27.036,-6201,-1908,-7058,-5682,-3883,7192,False,False
27.079,-7865,-833,-5861,-6066,-3469,5981,False,False
27.081,-9428,-337,-4917,-6062,-2370,5250,False,False
27.121,-13371,167,-4688,-5276,-2797,2987,False,False
27.166,-15087,-1222,-3721,-4294,-6681,2677,False,False
27.169,-9581,-230,-2625,-4991,-16527,2325,False,False
27.171,1456,68,4560,-6575,-17632,2669,False,False
27.211,12468,960,8991,-4742,-1633,4450,False,False
27.213,10061,1597,9453,-5779,57,4367,False,False
27.257,7756,2052,9174,-6012,849,4633,False,False
27.301,7116,2423,8637,-5714,2912,5280,False,False
27.303,5733,3027,6369,-6001,6399,5370,False,False
27.307,3326,2176,3923,-6497,5791,4421,False,False
27.346,5093,1060,2190,-3996,2735,4177,False,False
27.349,2250,655,49,-5163,7110,1982,False,False
27.391,-1207,-1767,-3237,-7806,7398,1454,False,False
27.393,-3973,-3801,-4510,-6716,4118,1939,False,False
27.396,-4715,-4495,-5301,-5634,2291,3804,False,False
27.436,-4280,-4916,-6320,-6031,999,4640,False,False
27.438,-3512,-4693,-6677,-6345,-1470,5849,False,False
27.526,-3102,-4049,-6140,-6360,-3126,7299,False,False
27.528,-3051,-3156,-4790,-6974,-3475,7616,False,False
27.531,-4050,-2164,-3389,-7652,-1746,5842,False,False
27.616,-14088,-81,-1783,-5324,-11808,2763,False,False
27.619,-4101,-131,1478,-7405,-16377,2739,False,False
27.621,9344,-833,6879,-6936,-10088,3343,False,False
27.624,15337,-800,7566,-5714,-3534,3847,False,False
27.662,10292,1134,6267,-5492,2267,4914,False,False
