Time,Ang_X,Ang_Y,Ang_Z,Accel_X,Accel_Y,Accel_Z,Rest,Rest_Shift
11.639,-156,340,-226,4310,4663,6450,True,True
11.642,181,739,-376,4846,4373,8140,True,True
11.684,-651,1717,-26,5060,4229,10212,True,True
11.685,-1197,3812,150,5266,4540,11524,True,True
11.69,-1759,5185,-51,5181,4871,12333,True,True
11.769,-1353,7363,-326,5105,5014,12563,True,True
11.769,125,8644,-727,4722,4754,12414,True,True
11.769,2204,9823,-1058,4121,4600,12219,True,True
11.779,3882,11364,-1453,4018,4761,11230,True,True
11.815,4032,12145,-2129,3225,5610,8854,False,True
11.815,4183,15423,-2230,3098,5018,7934,False,False
11.864,3707,16200,-2630,2541,5589,7395,False,False
11.866,3306,16653,-2831,2645,5443,6298,False,False
11.868,2905,17359,-2380,2472,5520,5006,False,False
11.909,3556,17279,-2149,1598,5615,2576,False,False
11.91,6086,17031,-2580,451,5372,533,False,False
11.953,10339,15692,-3988,-51,5855,-1072,False,False
11.957,14708,14613,-5761,-267,6917,-1395,False,False
11.959,15228,13098,-7314,40,8418,-1062,False,False
11.997,12687,12040,-7815,765,8242,-850,False,False
11.997,8360,10856,-8166,359,8398,-1634,False,False
12.044,-501,8669,-8341,1565,8627,-7037,False,False
12.046,50,4765,-8541,-2293,9277,-5188,False,False
12.048,-1322,181,-8316,-2576,9204,-5484,False,False
12.089,-4013,-3891,-8466,-2206,9132,-5464,False,False
12.091,-6212,-8459,-8461,-2329,8060,-5047,False,False
12.134,-6958,-11909,-8992,-2200,6629,-4628,False,False
12.136,-7439,-15062,-9844,-1981,5548,-3855,False,False
12.136,-7269,-16917,-10320,-1122,4377,-2268,False,False
12.181,-6543,-19293,-11647,-656,3546,-515,False,False
12.223,-5511,-19088,-11823,725,2280,2545,False,False
12.227,-5110,-16594,-12299,2488,861,2519,False,False
12.227,-13926,-13572,-9193,481,-2954,11908,False,False
12.269,-24822,-978,-1308,-3370,-13202,14076,False,False
12.271,-17269,-399,3281,-5911,-22605,8154,False,False
12.314,-780,-298,3968,-6943,-16601,8650,False,False
12.317,11107,231,1603,-4573,-13777,11183,False,False
12.355,19511,1885,1383,-4159,-7624,11403,False,False
12.355,19781,4202,4444,8928,-5470,23407,False,False
12.402,12860,6533,6203,-2445,-574,7604,False,False
12.407,3757,9559,12924,-3166,-1054,4019,False,False
12.407,1828,9576,13299,-3677,-432,3107,False,False
12.448,4859,10759,10995,-3446,2882,2462,False,False
12.452,6868,10835,7739,-3682,5776,1088,False,False
12.494,7965,10331,6406,-3195,8137,-216,False,False
12.497,9256,9147,6161,-4014,9929,-237,False,False
12.498,9186,6809,3832,-4394,12073,-2996,False,False
12.539,8791,4106,1077,-4511,12324,-3419,False,False
12.542,6281,2066,-632,-3949,12821,-2947,False,False
12.581,2029,-96,-777,-3247,11962,-2510,False,False
