Time,Ang_X,Ang_Y,Ang_Z,Accel_X,Accel_Y,Accel_Z,Rest,Rest_Shift
24.074,470,106,-757,3944,1244,7492,True,True
24.077,1252,232,-1027,4428,1500,8104,True,True
24.08,1878,690,-1784,4619,2158,8864,True,True
24.12,3782,2625,-3518,3691,2179,11789,True,True
24.123,4739,3280,-3858,2927,2025,12138,True,True
24.165,5961,2923,-4033,2604,3018,12775,True,True
24.167,7389,3506,-5536,2995,5200,12675,True,True
24.17,7965,3603,-7339,3608,6393,13794,True,True
24.21,6838,4892,-8647,3117,6795,12419,True,True
24.212,5184,6579,-9744,3155,7986,11750,False,True
24.254,2610,8086,-9863,2802,7682,10933,False,False
24.257,-401,9753,-10481,2333,6989,9367,False,False
24.259,-2254,10912,-10170,2100,6095,7825,False,False
24.3,-3451,11340,-9493,1431,4830,6532,False,False
24.302,-4434,11214,-8636,842,4039,5272,False,False
24.347,-5010,10861,-8077,605,3649,4430,False,False
24.349,-5335,10383,-6863,311,3256,3656,False,False
24.352,-5385,9547,-5636,-668,2050,2561,False,False
24.39,-4834,8745,-4434,-1713,920,2551,False,False
24.392,-3151,7054,-3382,-2147,159,2635,False,False
24.435,-1102,5043,-2781,-2164,-292,2959,False,False
24.437,406,3758,-2180,-2120,132,3043,False,False
24.44,676,2574,-1859,-2129,987,3351,False,False
24.48,676,1840,-1047,-2229,2095,3788,False,False
24.482,75,2029,-771,-2503,2621,3808,False,False
24.66,100,1466,-677,-2942,2595,3771,False,False
24.662,826,681,-1013,-3742,2721,3708,False,False
24.664,1528,5,-1208,-4638,3622,3757,False,False
24.667,150,-3471,-3682,-6225,4441,6295,False,False
24.704,-1954,-4075,-4058,-5187,3007,6949,False,False
24.707,-3295,-3017,-5285,-3889,3242,7073,False,False
24.749,-3927,-2463,-6312,-2343,2695,8002,False,False
24.752,-4740,-2719,-6143,-979,260,8351,False,False
24.755,-3908,-2690,-4940,-392,-1910,8195,False,False
24.794,-2680,-2337,-4058,-312,-2385,7912,False,False
24.797,-1848,-1556,-4033,-351,-1649,7994,False,False
24.84,-2455,-855,-3682,-768,-1351,7783,False,False
24.842,-2981,182,-2681,-1209,-1617,7380,False,False
24.844,-2630,408,-2355,-1694,-2213,6743,False,False
24.888,-958,-49,-1002,-1567,-4378,7842,False,False
24.89,-231,-477,506,-1123,-2892,7926,False,False
24.929,-301,807,1252,-1968,-793,6938,False,False
24.931,-752,1239,400,-3832,61,6491,False,False
24.934,-376,988,-251,-3371,-1166,6199,False,False
24.975,1152,52,200,-2814,-870,6490,False,False
24.977,1828,-247,350,-1975,-186,6550,False,False
25.019,1327,106,776,-1337,-12,6294,False,False
25.022,119,182,776,-608,-176,5687,False,False
25.024,-451,182,1107,150,-343,5320,False,False
25.064,-1303,131,1327,766,-388,4908,False,False
25.067,-1603,-70,1778,632,-322,4426,False,False
25.11,-2405,-650,2073,-448,-23,3694,False,False
25.112,-3062,-1531,2699,-1261,-715,2894,False,False
25.114,-2505,-2715,3481,-1639,-742,2351,False,False
25.155,-1829,-4554,4257,-2041,-732,3089,False,False
25.159,-1509,-6010,4859,-2455,-749,3698,False,False
25.2,-407,-7727,5991,-2339,-572,4342,False,False
25.203,1233,-9343,6662,-2279,-345,4648,False,False
25.206,1578,-10523,7258,-2685,132,5622,False,False
25.244,1753,-11510,8290,-2797,970,6701,False,False
25.247,1759,-11988,8966,-1941,1873,7890,False,False
25.29,1402,-11602,9373,-156,2422,8626,False,False
25.292,75,-11379,9492,542,2837,9343,False,False
25.294,-1698,-10981,9417,514,2703,10216,False,False
25.335,-2480,-10544,8691,836,2270,10639,False,False
25.338,-2010,-10242,7689,1881,1282,11932,False,False
25.379,-401,-10095,6192,2713,458,12357,False,False
25.382,670,-9339,4308,3136,269,12514,False,False
25.384,2184,-8504,3206,3038,333,12641,False,False
25.424,3061,-8155,2674,4102,648,11673,False,False
25.427,2660,-6686,2791,4588,755,11520,False,False
25.47,2223,-6036,2254,4826,805,11451,False,False
25.475,1672,-4931,2053,5880,911,11473,False,False
25.477,1227,-3974,2209,5858,999,10588,False,False
25.515,295,-2895,1703,5694,988,9731,False,False
25.517,150,-2471,1296,4920,495,9340,False,False
25.604,356,-1729,1202,5088,760,9097,False,False
25.606,50,-1531,951,4973,746,8846,False,False
25.609,-100,-1027,576,5018,534,8578,False,False
25.611,-476,-448,325,4876,607,8182,False,False
25.649,-301,-121,144,4529,-80,7333,False,False
25.652,431,30,200,4461,-162,7274,False,False
25.695,851,81,-51,4474,-17,7207,False,False
25.697,1152,261,230,4544,-108,7264,False,False
25.7,1082,131,175,4517,552,6696,False,False
25.74,400,307,194,4572,667,7116,False,False
25.742,119,710,125,4821,276,7058,False,False
25.785,545,660,236,4483,292,7398,False,False
25.787,682,635,-126,4549,490,6932,False,False
25.79,250,1017,-76,4499,503,7128,False,False
25.83,-206,912,-251,4531,294,6903,False,False
25.832,-206,887,-76,4132,81,7132,False,False
25.875,75,732,-437,4205,86,7209,False,False
25.92,125,811,-151,4568,94,7150,False,False
25.922,175,706,75,3892,164,7413,False,False
25.965,-176,761,75,4212,201,7350,False,False
25.967,-301,941,69,4181,199,7228,False,False
25.97,-376,786,431,4031,-116,6950,False,False
25.972,-151,555,125,3947,-24,7063,False,False
26.009,300,459,0,4101,36,7199,False,False
26.012,400,660,-201,4065,101,7182,False,False
