Time,Ang_X,Ang_Y,Ang_Z,Accel_X,Accel_Y,Accel_Z,Rest,Rest_Shift
48.136,-55,728,-459,2412,2254,7727,True,True
48.139,-132,2,-510,2542,2313,7872,True,True
48.141,-183,439,-663,2351,2251,7872,True,True
48.144,99,291,-790,2210,2165,7932,True,True
48.181,176,332,-1632,2124,2604,8333,True,True
48.184,-874,406,-1451,2116,2614,8408,True,True
48.228,-2001,464,-1707,1924,2278,8266,True,True
48.229,-2103,563,-2039,1805,2150,8511,True,True
48.232,-2590,530,-2141,1912,2416,8877,True,True
48.272,-3230,704,-2726,1556,2671,8952,True,True
48.274,-3230,439,-3160,1687,2390,8741,True,True
48.317,-2641,943,-3925,1833,2057,9033,True,True
48.319,-1335,778,-4077,1579,2014,8967,False,True
48.322,-285,1018,-4664,1311,2062,8110,False,False
48.363,969,621,-4356,1467,2299,7433,False,False
48.365,1712,613,-4893,1770,2731,7586,False,False
48.408,4068,678,-5607,2118,2526,7511,False,False
48.409,6424,613,-5351,2380,2233,7240,False,False
48.412,9830,530,-5171,1945,2951,6971,False,False
48.451,13134,324,-5707,1453,3623,6490,False,False
48.454,16079,514,-5810,1087,4105,5771,False,False
48.497,18179,349,-5580,944,6026,6081,False,False
48.5,18153,67,-6089,901,6510,4998,False,False
48.501,17897,59,-6575,705,6954,4258,False,False
48.542,16668,-7,-6370,-49,7341,2912,False,False
48.544,16335,-238,-6398,-275,7892,3111,False,False
48.587,14696,-305,-6446,-795,7387,2625,False,False
48.631,14517,-181,-6421,-1667,6862,1519,False,False
48.633,15029,-677,-6906,-2521,6590,488,False,False
48.636,16258,-1049,-6803,-1602,7081,3156,False,False
48.639,17539,117,-7593,2680,9551,4075,False,False
48.677,7884,2332,-7922,-4516,7399,358,False,False
48.679,9062,1729,-8510,-5078,6247,-342,False,False
48.722,10599,282,-8637,-3039,5917,26,False,False
48.726,9728,695,-7643,-2778,6704,589,False,False
48.729,7705,1233,-7414,-3218,6474,1784,False,False
48.812,7577,2249,-6803,-3046,4857,1341,False,False
48.813,7398,2869,-5605,-2245,4322,569,False,False
48.817,7526,3737,-4509,-2388,5994,660,False,False
48.818,5630,4729,-3617,-2692,6025,1169,False,False
48.856,3633,6167,-1250,-2423,4916,-1877,False,False
48.858,4197,6291,205,-2434,5634,-1666,False,False
48.901,3095,6589,1198,-1959,6004,-2403,False,False
48.904,1431,6143,1681,689,5255,-5615,False,False
48.906,816,6267,2471,-347,6339,-3598,False,False
48.946,-439,5490,3261,686,7544,-5764,False,False
48.948,1379,5811,3796,-347,9082,-7872,False,False
48.992,1942,2671,2802,21,8636,-8473,False,False
48.994,-12730,4876,4895,-749,8597,-6862,False,False
48.997,5349,4332,-383,-634,8997,-7364,False,False
49.036,-2924,-503,76,-703,8197,-6520,False,False
