Time,Ang_X,Ang_Y,Ang_Z,Accel_X,Accel_Y,Accel_Z,Rest,Rest_Shift
9.479,701,677,-1954,3749,612,6336,True,True
9.482,1027,1613,-2811,4106,1510,6879,True,True
9.484,1528,937,-1428,3779,1634,8082,True,True
9.569,1547,609,-952,4160,2128,9136,True,True
9.571,350,1281,-521,4107,2185,8747,True,True
9.574,-3181,3229,-76,2943,2660,8289,True,True
9.576,-4578,3430,400,1674,2457,6292,True,True
9.659,-1979,-423,3236,-188,556,2330,True,True
9.661,-3287,-1985,2028,413,782,2259,True,True
9.664,-3752,-4101,320,1789,668,3586,True,True
9.666,-4634,-5406,225,2877,1158,4624,False,True
9.749,-4333,-9491,100,6131,2789,5491,False,False
9.751,-5811,-11455,1647,5830,2673,5089,False,False
9.754,-7840,-10855,1196,5683,1433,4531,False,False
9.757,-9769,-10095,-757,5914,421,1998,False,False
9.794,-8046,-9944,-4709,7066,-3176,3516,False,False
9.796,-7434,-10620,-9513,9860,-3365,5133,False,False
9.93,-3181,-12001,-10495,11423,-2226,6524,False,False
9.932,1447,-12039,-7907,13563,-1548,5027,False,False
9.934,1803,-9193,-4935,13686,-1064,7079,False,False
9.937,445,-1913,-5416,10841,-2283,6580,False,False
9.974,4658,685,-5536,11921,-1073,6037,False,False
9.976,5410,1944,-6212,11425,-228,5478,False,False
10.022,4172,2809,-6412,10477,834,6606,False,False
10.024,977,4362,-4943,9779,3517,5652,False,False
10.027,-771,5676,-3702,9586,2224,5574,False,False
10.109,-1678,5701,-3351,8916,1175,4298,False,False
10.111,400,5143,-4534,8748,1472,3906,False,False
10.114,1708,4816,-5035,8787,3162,4852,False,False
10.123,1678,5319,-4453,8735,3872,5147,False,False
10.199,3206,5471,-6964,5724,2872,3341,False,False
10.201,3957,6000,-7033,6089,3241,5412,False,False
10.204,6537,4085,-7389,5334,3245,3670,False,False
10.29,13005,2347,-11647,2636,3867,2549,False,False
10.292,13776,1336,-11798,2644,4419,2857,False,False
10.294,12147,2171,-11773,2771,4767,1825,False,False
10.297,9963,5068,-10615,323,6292,2957,False,False
10.335,4558,1164,-8967,-1490,5155,3440,False,False
10.338,3481,1138,-7620,100,3068,3839,False,False
10.379,3737,2754,-6393,500,2428,3100,False,False
10.381,4102,3434,-4879,-583,2121,3572,False,False
10.385,5310,2851,-3507,-1166,2289,2882,False,False
10.469,6512,3027,-1829,-1159,1557,2251,False,False
10.472,8922,2532,-471,-470,801,1716,False,False
10.474,11427,1491,926,-249,1837,271,False,False
10.476,13642,1365,2209,364,2743,-561,False,False
10.515,11872,1159,4483,3447,4212,-2956,False,False
10.518,9543,2196,6061,5328,5837,-1672,False,False
10.649,7063,4690,6206,4700,6262,-2900,False,False
10.651,6487,4967,6336,4215,5803,-4847,False,False
10.655,7213,3510,6150,5362,6538,-5570,False,False
10.657,6712,3006,6105,5724,8364,-4512,False,False
10.694,5964,1307,626,4990,10810,-4019,False,False
10.697,910,2452,-318,5259,9777,-3776,False,False
10.739,832,-96,425,4512,9455,-4068,False,False
10.829,926,-268,1549,4434,9416,-3653,False,False
10.832,-432,-625,1051,4641,9018,-3082,False,False
10.834,-1152,-297,551,4828,8800,-2888,False,False
10.836,-5235,1092,525,5740,9422,-2773,False,False
10.874,-13807,4014,1533,5092,8965,-1475,False,False
10.876,-17714,6957,2404,5171,8377,-425,False,False
11.009,-32589,-2984,-444,6688,6033,27132,False,False
11.012,-22517,18434,7538,5374,5653,741,False,False
11.016,-25927,17032,6286,5336,5228,497,False,False
11.018,-21015,11188,2323,2509,3621,4703,False,False
11.055,-17207,8090,6036,3139,3573,3524,False,False
11.057,-12919,5391,5565,1805,1568,4113,False,False
11.1,-7439,2524,4107,318,-658,5482,False,False
11.103,-3101,-503,1678,469,-1370,5740,False,False
11.105,676,-2715,-226,1290,-1493,6374,False,False
11.192,2705,-3144,-190,2204,-425,7004,False,False
11.234,2655,-2329,-501,2893,565,7455,False,False
11.237,1803,-1859,-231,3693,1316,7707,False,False
11.239,501,-1431,300,4185,1690,7794,False,False
11.241,1132,-1515,481,3376,1274,7966,False,False
11.279,231,-344,531,3470,866,8320,False,False
11.282,-476,-121,306,3662,1009,8421,False,False
11.372,-45,236,-81,3824,672,8060,False,False
11.374,125,-20,75,3411,574,7882,False,False
11.375,551,-373,50,3540,608,7890,False,False
11.377,707,-402,-81,3648,765,7789,False,False
11.415,0,1,-507,3614,580,7715,False,False
11.417,50,55,-376,3163,877,7491,False,False
11.459,476,-226,-101,3548,707,7625,False,False
11.462,751,-146,-376,3272,660,7422,False,False
11.465,325,236,-231,3448,665,7664,False,False
