Time,Ang_X,Ang_Y,Ang_Z,Accel_X,Accel_Y,Accel_Z,Rest,Rest_Shift
25.106,-106,464,-408,2928,3275,7416,True,True
25.109,201,663,-408,2918,3458,7579,True,True
25.111,355,1018,-688,3005,3599,7708,True,True
25.155,1072,1258,-1172,2873,3801,7950,True,True
25.157,3070,1407,-1885,2923,3859,8440,True,True
25.253,3889,1803,-2906,2870,4768,8519,True,True
25.255,3172,1837,-2853,2879,5141,8816,True,True
25.257,2096,2324,-3440,2576,5286,8747,True,True
25.26,3889,3093,-4128,2069,4363,8300,True,True
25.302,10650,4358,-6702,799,5696,6950,True,True
25.304,10189,4060,-6751,389,6626,6194,False,True
25.35,10010,3886,-7414,78,6684,5741,False,False
25.353,11598,3770,-8077,-226,6798,4997,False,False
25.355,13109,3110,-9173,-567,7005,4515,False,False
25.399,13109,2498,-9631,-1297,7797,4053,False,False
25.402,11316,1456,-9376,-2108,7905,3646,False,False
25.448,10317,911,-9376,-2252,8516,2754,False,False
25.451,9344,200,-9782,-2161,8429,3029,False,False
25.453,7859,-511,-10038,-2245,8112,2669,False,False
25.549,5708,-1040,-9758,-3231,6989,2163,False,False
25.553,5656,-1891,-9605,-3226,6658,1474,False,False
25.556,5503,-2767,-9605,-3246,6721,1349,False,False
25.596,2916,-4041,-7693,-3709,5695,1446,False,False
25.643,1661,-4329,-7390,-3441,5087,1891,False,False
25.645,560,-4313,-6627,-3355,4819,1609,False,False
25.65,-131,-3974,-5758,-3631,4282,1926,False,False
25.653,-746,-3751,-4405,-3620,4256,2293,False,False
25.692,-1284,-3123,-3542,-3782,4195,2694,False,False
25.694,-1591,-2511,-2701,-3037,1716,4403,False,False
25.74,-183,-627,-1096,-2848,480,5496,False,False
25.743,2686,390,-179,-4442,3746,4511,False,False
25.745,1636,812,329,-4926,4894,4013,False,False
25.789,-925,836,1708,-5056,5538,1532,False,False
25.791,-311,663,812,-5195,5309,968,False,False
25.838,944,663,1070,-5408,5210,1644,False,False
25.841,1328,844,1147,-5406,5776,1594,False,False
25.843,1303,663,815,-5313,6748,1579,False,False
25.887,-80,316,280,-5768,7523,882,False,False
25.889,-874,-56,-204,-6024,6513,870,False,False
25.936,-1002,-684,-460,-5803,5241,889,False,False
25.939,534,-875,-128,-5612,5120,939,False,False
25.941,1431,-974,-357,-5623,5749,1428,False,False
25.985,1226,-1371,-716,-5487,6485,2078,False,False
25.987,-3,-1470,-561,-5264,6258,2697,False,False
26.034,-925,-834,-408,-4753,4385,3373,False,False
26.037,99,100,383,-4216,2851,4229,False,False
26.039,2097,944,815,-4395,4443,4492,False,False
26.083,586,1316,1043,-4654,5665,4482,False,False
26.085,-2103,2167,1833,-4306,5250,3337,False,False
26.179,-2795,2622,2420,-4652,4231,2713,False,False
26.182,-2846,2671,3490,-4789,3242,2491,False,False
26.184,-2769,2423,4560,-4671,4175,2561,False,False
26.276,-10682,2514,7439,-4146,6359,1829,False,False
26.279,-11605,1208,7490,-4262,6123,1780,False,False
26.282,-13423,117,8050,-4053,6515,2613,False,False
26.284,-16419,-701,8432,-3875,7183,3175,False,False
26.325,-17034,-2933,8585,-3069,3106,4589,False,False
26.327,-12552,-3280,7285,-2930,3046,4124,False,False
26.374,-9709,-3900,6342,-1859,4103,5167,False,False
26.376,-9658,-4272,6853,-1791,3948,5562,False,False
26.379,-8736,-4569,7972,-1592,2598,6905,False,False
26.423,-4997,-3619,6292,-526,3610,6967,False,False
26.425,-2513,-4222,4839,-586,4950,6968,False,False
26.472,-4178,-4966,5808,-914,4547,6941,False,False
26.474,-5663,-5437,6063,-763,3113,7160,False,False
26.476,-3384,-4958,5655,237,2251,7823,False,False
26.52,1866,-3925,3464,1445,5099,8719,False,False
26.522,1200,-3751,2852,1204,6205,8734,False,False
26.569,-2923,-4073,3362,573,4983,8065,False,False
26.571,-4972,-4222,3796,519,2878,7448,False,False
26.574,-3307,-3925,3156,1153,1512,7356,False,False
26.618,1456,-3181,2905,1519,2665,7770,False,False
26.62,1251,-2908,2624,1670,3924,8684,False,False
26.667,-362,-2710,2751,2190,4301,9086,False,False
26.669,-1514,-2049,2727,2229,3235,8686,False,False
26.671,-720,-2189,2190,2128,2844,8259,False,False
26.718,99,-1800,1936,2131,3326,7931,False,False
26.72,-669,-1899,1680,2333,3363,8190,False,False
26.765,-797,-1363,1759,2710,2865,8213,False,False
26.766,-234,-1527,1477,2536,2331,7895,False,False
26.769,637,-1123,1119,2421,2452,7809,False,False
26.813,1123,-850,839,2590,3028,8089,False,False
26.816,535,-619,815,2665,3012,8159,False,False
26.91,381,-627,559,2662,2896,7793,False,False
26.912,-29,-627,560,2600,2622,7587,False,False
26.915,406,-759,355,2659,2456,7604,False,False
26.917,739,-403,457,2756,3051,7874,False,False
26.959,-3,-81,434,2688,2680,7372,False,False
26.962,125,-337,75,2672,2522,7276,False,False
27.008,714,-56,-232,2713,2710,7348,False,False
27.01,560,-156,205,2794,2719,7480,False,False
27.012,534,-188,127,2769,2768,7519,False,False
27.056,-157,43,152,2728,2744,7380,False,False
27.058,-183,200,76,2730,2692,7271,False,False
