Time,Ang_X,Ang_Y,Ang_Z,Accel_X,Accel_Y,Accel_Z,Rest,Rest_Shift
2.216,-501,1416,-1453,665,2111,8126,True,True
2.218,-195,1567,-1202,717,2205,7936,True,True
2.221,400,1,-852,155,1996,6533,True,True
2.224,75,-905,-752,-192,1621,5797,True,True
2.262,-226,-2861,0,-897,929,4350,True,True
2.264,25,-4904,400,-598,468,3498,True,True
2.351,1152,-6592,701,-231,128,2995,False,True
2.353,2097,-8304,901,35,-266,364,False,False
2.355,1335,-10394,1802,641,16,2473,False,False
2.396,-4970,-12131,4006,1809,1476,4208,False,False
2.399,-2874,-16693,6084,5742,-13,871,False,False
2.442,-546,-16756,6646,7689,-51,1474,False,False
2.444,-827,-17771,8318,9721,-687,1948,False,False
2.486,-2053,-16840,9790,10552,-1188,2745,False,False
2.488,-3586,-15555,10446,12126,-1169,2942,False,False
2.491,-4632,-15077,11017,13094,-1466,3190,False,False
2.577,-5428,-14725,11287,13504,-1973,656,False,False
2.578,-5359,-13793,10791,14409,-2511,358,False,False
2.581,-3731,-12458,9715,16076,-2639,2129,False,False
2.583,-2360,-11325,9314,17429,-2413,3168,False,False
2.621,3962,-8610,4337,11878,-4115,1694,False,False
2.756,7537,-8606,1452,10366,-4067,1820,False,False
2.758,9264,-9034,-696,10005,-2883,2269,False,False
2.761,8438,-8304,-1653,10386,-2102,2203,False,False
2.763,6109,-6210,-1027,11234,-1293,1982,False,False
2.801,-1077,-2538,1151,8453,-1073,3703,False,False
2.804,-827,-2512,1527,8304,-1135,3788,False,False
2.922,-100,-2261,1026,8432,-432,4097,False,False
2.924,-601,-1757,200,8406,-237,4100,False,False
2.955,-852,-523,336,8230,-747,3652,False,False
2.957,-1277,232,-39,8453,-1275,3151,False,False
2.958,100,715,-1303,8664,-1593,2706,False,False
2.959,2985,362,-2880,9206,-1420,2384,False,False
2.982,4320,-267,-5734,9850,201,3307,False,False
3.071,1677,2779,-5698,11468,-316,3042,False,False
3.073,175,5071,-5885,11095,-861,2273,False,False
3.076,-707,7308,-6305,11324,-927,1856,False,False
3.078,-125,7688,-7089,11004,-1080,2127,False,False
3.116,44,7688,-8015,12316,-313,2140,False,False
3.118,-251,7987,-8238,12376,-372,2090,False,False
3.161,-301,7937,-7946,12842,62,2341,False,False
3.164,-1227,9125,-8383,12954,626,2603,False,False
3.166,-2369,10383,-8441,12934,822,2233,False,False
3.209,-3838,11692,-7709,12432,969,1848,False,False
3.296,-3951,12503,-7893,11678,701,1808,False,False
3.298,-4507,12344,-7387,10646,414,1769,False,False
3.301,-4934,12498,-7094,9810,431,1632,False,False
3.303,-4909,12725,-5761,8619,541,1846,False,False
3.341,-3596,8695,-2305,3421,511,2084,False,False
3.344,-2819,8141,-2861,3505,654,3087,False,False
3.386,-3156,7285,-2230,4151,796,3646,False,False
3.388,-2524,6076,-1603,4347,362,3569,False,False
3.391,-2260,5421,-1041,3949,214,3523,False,False
3.477,-1929,4741,-1634,3032,364,3479,False,False
3.479,-1578,3884,-1328,2633,759,3814,False,False
3.482,-1027,2700,-1178,2527,835,4493,False,False
3.484,-657,2172,-952,2817,902,4999,False,False
3.521,-20,1743,-727,3185,943,5231,False,False
3.524,-226,1722,-552,2795,1199,5306,False,False
3.566,-106,1340,-351,2637,1203,5765,False,False
3.657,0,1391,-457,2808,1088,6373,False,False
3.659,-251,1236,225,2750,867,6923,False,False
3.661,64,833,-26,2316,1035,6804,False,False
3.664,952,-481,230,661,1429,7205,False,False
3.703,1402,-246,25,1921,1850,8915,False,False
3.706,952,-120,125,1688,2410,8596,False,False
3.747,526,-376,456,1933,2586,8373,False,False
3.75,375,-750,94,1997,2255,8376,False,False
3.752,501,-1128,175,1987,2290,8517,False,False
3.836,771,-1149,225,1844,1923,7619,False,False
3.838,-237,-523,25,2370,2387,8391,False,False
3.841,-501,463,-206,2449,2428,8281,False,False
3.845,-1102,660,125,2451,2273,8042,False,False
3.926,-626,283,25,2175,1852,7182,False,False
3.928,-707,207,5,2115,1826,7409,False,False
3.93,-401,6,-507,2278,1871,7452,False,False
3.933,-451,31,-251,2296,1825,7576,False,False
4.017,-752,102,-382,2158,1661,7581,False,False
4.019,-445,182,-176,2069,1486,7600,False,False
4.021,-376,81,-20,1964,1333,7744,False,False
4.024,-50,-45,-226,2147,1377,7879,False,False
4.062,100,6,-126,2050,1645,7834,False,False
4.065,150,-250,-201,2248,1594,7890,False,False
4.106,506,-120,-201,2180,1501,7843,False,False
4.109,450,-200,-663,2159,1621,7819,False,False
