Time,Ang_X,Ang_Y,Ang_Z,Accel_X,Accel_Y,Accel_Z,Rest,Rest_Shift
7.485,331,-574,-607,1706,4206,6588,True,True
7.487,851,-750,-1258,1509,4609,8184,True,True
7.49,2535,-1405,-902,816,5584,10787,True,True
7.492,3832,-1208,-2210,-56,7884,13772,True,True
7.53,-125,4207,-9900,4270,13969,11140,True,True
7.533,-8416,8292,-9975,4077,11234,6886,True,True
7.62,-9994,9497,-9413,2403,6216,4309,True,True
7.625,-8166,8972,-8291,31,2861,4418,True,True
7.628,-4979,7713,-5611,-873,2305,4444,True,True
7.665,200,4060,-1378,-1181,871,2685,False,True
7.667,2335,2704,-256,-1693,480,2101,False,False
7.71,4834,689,1683,-1870,-411,2606,False,False
7.714,6863,-1708,3155,-856,-487,2911,False,False
7.716,8616,-3118,5034,-499,122,2931,False,False
7.8,9587,-3320,6086,-659,714,1567,False,False
7.803,10840,-3219,6167,-138,464,1014,False,False
7.805,11972,-3949,7013,1314,1059,-479,False,False
7.845,8315,-7245,8340,7141,9543,610,False,False
7.848,4734,-4608,6926,7093,10550,3042,False,False
7.89,-145,81,6442,6316,9395,2853,False,False
7.892,-1779,2045,5465,4823,8397,2849,False,False
7.895,-1027,1516,5184,3614,7725,2831,False,False
7.979,350,51,4658,3012,7567,2601,False,False
7.982,2624,-2333,3907,3267,6969,2589,False,False
7.984,3055,-1930,3356,4681,8337,2595,False,False
7.987,2705,-2912,1847,4331,8677,2446,False,False
8.025,4333,-6422,-451,6505,9074,1714,False,False
8.028,125,-2165,-2104,7431,11382,2124,False,False
8.16,-5035,832,-2811,6402,10950,1458,False,False
8.205,-6988,1537,-3257,6772,8765,611,False,False
8.207,-8065,1995,-4514,6792,9152,800,False,False
8.212,-9243,2016,-5255,7129,8633,1894,False,False
8.25,-14527,6957,-5210,-500,2898,3518,False,False
8.253,-13726,6327,-4183,-1378,1534,4405,False,False
8.342,-12318,4761,-4008,-1739,1332,4164,False,False
8.344,-10320,3254,-3707,-1327,1057,4034,False,False
8.347,-8692,2020,-3206,-1785,467,3669,False,False
8.349,-7960,1340,-2405,-2341,-239,3539,False,False
8.388,-1734,-4176,200,-3090,-1452,4493,False,False
8.431,1823,-6342,2003,-2299,-1574,4931,False,False
8.433,5866,-7656,3701,-1734,-1410,5978,False,False
8.435,7714,-8202,5635,-1965,-738,6770,False,False
8.438,8315,-8810,6968,-2490,747,7043,False,False
8.52,8797,-9167,7845,-1627,2004,8823,False,False
8.523,8992,-8508,8872,280,2922,9811,False,False
8.61,9117,-7602,9036,2922,5179,10139,False,False
8.613,7959,-6821,8591,3074,7444,10674,False,False
8.615,1427,-2182,5240,3494,8993,11010,False,False
8.619,1597,-1233,2003,3288,6671,10627,False,False
8.719,-727,584,1402,1694,4330,8278,False,False
8.79,-407,715,375,1500,3737,7922,False,False
8.88,620,81,69,2038,3317,7749,False,False
8.882,1447,-171,982,2379,4012,7313,False,False
8.925,-1503,-222,350,3214,4455,6352,False,False
8.928,-1422,-251,-270,3588,4158,6568,False,False
8.93,506,408,-1002,3311,3434,6588,False,False
8.97,375,639,-190,3147,3675,6831,False,False
9.015,150,534,-451,2993,3483,6622,False,False
9.017,-256,862,-702,3041,3507,6630,False,False
9.019,-231,559,-546,2640,3284,6512,False,False
9.022,1177,60,-351,2502,2943,6587,False,False
9.06,1753,-45,-702,2914,3754,6839,False,False
9.063,851,282,-51,3158,4074,6848,False,False
9.106,0,433,-582,2936,4256,6815,False,False
9.241,-576,232,-501,2720,3555,6538,False,False
9.242,-50,-24,161,2585,3383,6551,False,False
9.245,275,-222,-176,2699,3716,6677,False,False
9.284,175,-272,-507,2746,3846,6577,False,False
9.287,-351,56,-226,2944,4075,6726,False,False
9.29,-245,55,-51,2679,3937,6727,False,False
9.33,0,-20,-226,2667,3801,6596,False,False
9.421,69,-222,-206,2694,3905,6727,False,False
9.422,275,-247,50,2756,3938,6823,False,False
9.425,325,-146,230,2856,4060,6848,False,False
9.427,25,-121,50,2848,3972,6815,False,False
