Time,Ang_X,Ang_Y,Ang_Z,Accel_X,Accel_Y,Accel_Z,Rest,Rest_Shift
27.991,176,340,305,4104,1811,7627,True,True
27.992,970,332,152,4151,2373,7731,True,True
27.995,1559,737,-101,4012,2320,7766,True,True
27.997,2019,729,-741,4076,2378,7868,True,True
28.08,2276,1456,-1376,4001,2703,8764,True,True
28.082,2404,1671,-1989,3779,2974,8636,True,True
28.17,2301,1985,-2166,3340,2998,8471,True,True
28.171,2199,1721,-2370,2866,2937,8202,True,True
28.174,713,1671,-2777,2501,2848,8128,False,True
28.216,-157,1564,-2982,2723,3713,8698,False,False
28.217,5605,3770,-4816,2694,3443,9320,False,False
28.22,9036,4183,-5478,2430,5388,9359,False,False
28.26,11008,5332,-7159,1590,8625,10120,False,False
28.262,10035,5936,-8433,913,9804,10185,False,False
28.35,7090,6820,-10038,625,5716,9499,False,False
28.352,5477,7209,-10726,-984,8334,7863,False,False
28.355,5016,6762,-12027,-1833,7385,7241,False,False
28.357,4196,6539,-12101,-2381,5990,7004,False,False
28.44,688,5663,-11108,-3287,4841,5691,False,False
28.442,-1233,5448,-10319,-3633,4591,5125,False,False
28.445,-3256,5167,-8994,-4092,2891,5340,False,False
28.447,-3230,5299,-6879,-4875,1133,4551,False,False
28.529,1892,3762,-2879,-4847,1738,4265,False,False
28.532,2685,3596,-1198,-4147,2697,3795,False,False
28.534,2506,3348,458,-3610,3173,3219,False,False
28.575,2301,2770,2013,-2683,3279,2715,False,False
28.577,-1924,2084,5095,-1270,4056,3607,False,False
28.58,-3205,2200,5859,-41,3856,2358,False,False
28.619,-337,1282,5961,1767,4249,1648,False,False
28.622,1277,307,5733,2030,5448,2574,False,False
28.755,637,538,4660,1746,5890,3487,False,False
28.757,-1310,960,4075,1020,6101,3249,False,False
28.759,-1310,762,3055,-6,5804,2816,False,False
28.763,-413,315,2523,-596,5890,3010,False,False
28.8,-439,-280,203,-2511,5678,4095,False,False
28.889,-567,-106,254,-2283,5484,4628,False,False
28.892,-721,100,408,-2580,5604,4846,False,False
28.894,-1105,-305,203,-3052,5851,4789,False,False
28.897,-1694,-602,-408,-1846,5948,4112,False,False
28.934,841,-999,-2548,-842,6998,4046,False,False
28.937,99,-1520,-3644,-829,7692,4548,False,False
29.07,-1950,-1520,-4970,-268,7335,5029,False,False
29.072,-3896,-1098,-5530,-281,6679,4764,False,False
29.074,-4613,-949,-5835,-871,5805,4295,False,False
29.077,-4639,-999,-5962,-976,4715,4163,False,False
29.115,-8403,-776,-3568,-2245,1915,4562,False,False
29.118,-8480,-454,-2268,-2066,1343,4254,False,False
29.16,-7840,-875,-1427,-3562,1041,4299,False,False
29.162,-6406,-1677,-511,-4508,1067,4192,False,False
29.165,-5074,-2636,484,-4141,1142,3880,False,False
29.25,-3102,-3702,1784,-3241,457,4092,False,False
29.252,-1156,-4173,3082,-3770,-708,4360,False,False
29.254,1328,-4851,4714,-5740,-990,4975,False,False
29.257,3991,-5487,5986,-5034,542,5453,False,False
29.295,5579,-6256,7795,-1950,3279,6121,False,False
29.34,4068,-6620,8177,-2477,2709,6884,False,False
29.342,2583,-7925,8381,-3092,3420,7825,False,False
29.344,1917,-7868,8050,-2784,5150,9379,False,False
29.347,-951,-7959,7362,-1895,6004,9692,False,False
29.43,-5100,-8421,7542,-937,5060,9378,False,False
29.432,-6969,-8116,8561,-313,4106,8938,False,False
29.436,-6432,-8694,7873,-184,3170,9146,False,False
29.437,-4485,-8413,5375,21,2385,9174,False,False
29.476,-2232,-7719,4432,2077,3572,11199,False,False
29.52,-2769,-6777,4306,2893,3358,11152,False,False
29.611,-1489,-5983,3948,2613,2274,9795,False,False
29.612,509,-4959,3771,2208,1696,9287,False,False
29.655,2122,-3595,3541,2835,2918,9728,False,False
29.7,1712,-2016,2369,2684,2860,8708,False,False
29.702,2583,-1074,2040,3168,3961,8849,False,False
29.705,252,-15,1122,2974,2845,8057,False,False
29.79,816,10,584,2967,2515,7220,False,False
29.834,329,224,458,3104,2590,7294,False,False
29.837,-464,18,126,3250,2496,7309,False,False
29.879,-721,-57,-51,3430,2437,7369,False,False
29.882,-593,-329,-256,3902,2198,6915,False,False
29.884,-362,-354,-281,3881,2457,7306,False,False
29.97,-311,-511,-409,3881,2542,6979,False,False
29.972,-285,-404,-408,3776,2549,6776,False,False
29.974,-465,-429,-356,3604,2206,6804,False,False
