Time,Ang_X,Ang_Y,Ang_Z,Accel_X,Accel_Y,Accel_Z,Rest,Rest_Shift
21.889,278,911,-459,3199,3351,8037,True,True
21.891,842,1109,-738,3186,3448,8340,True,True
21.938,1866,1779,-1300,3252,3578,8836,True,True
21.94,3351,2357,-1886,3080,3991,9040,True,True
21.943,4658,2870,-3033,3129,4279,9471,True,True
22.036,6911,3837,-3951,2869,4552,8983,True,True
22.04,9037,4531,-4483,2229,4363,7848,True,True
22.044,11470,4680,-5682,1517,4894,6814,True,True
22.047,13544,4737,-6954,919,6631,6491,True,True
22.085,12571,3589,-8739,-74,7757,5498,False,True
22.089,13595,3217,-9376,-394,7704,4184,False,False
22.133,14927,2423,-10624,-1086,7846,3315,False,False
22.137,14927,1382,-11159,-1555,7783,2978,False,False
22.139,15080,258,-10801,-2207,8107,2533,False,False
22.182,13237,-1180,-11057,-1958,8487,2104,False,False
22.184,10727,-1899,-11083,-2024,8494,2106,False,False
22.232,7526,-2338,-10650,-2333,7604,2377,False,False
22.234,5887,-2561,-10115,-3049,6765,1651,False,False
22.236,4683,-3354,-9478,-2774,6515,1083,False,False
22.279,2583,-3478,-8866,-2841,5536,1319,False,False
22.282,2225,-3561,-8077,-3128,4826,814,False,False
22.328,2225,-4073,-7389,-3516,4484,1096,False,False
22.331,2097,-4272,-6421,-3441,4462,1305,False,False
22.333,1764,-4098,-5581,-3526,4681,1842,False,False
22.376,458,-3908,-4230,-3695,4435,2032,False,False
22.379,150,-3379,-3312,-3913,3845,2024,False,False
22.476,970,-3519,-2395,-3984,4053,2261,False,False
22.48,714,-2801,-1579,-4069,4309,2749,False,False
22.484,201,-2040,-790,-3179,2333,3992,False,False
22.488,2660,117,431,-4280,4529,4285,False,False
22.522,-2155,1060,1426,-5057,6412,1480,False,False
22.525,-2795,1184,1503,-5408,5412,878,False,False
22.572,-849,1035,1630,-5617,4808,861,False,False
22.574,560,688,1784,-5367,5882,433,False,False
22.577,1789,464,1248,-5129,6714,470,False,False
22.62,816,-238,1020,-5755,7602,-18,False,False
22.622,125,-651,510,-5670,7223,-203,False,False
22.669,432,-627,-281,-5508,6789,230,False,False
22.672,1251,-1313,-485,-5473,6538,393,False,False
22.674,1303,-1792,-356,-5233,6863,845,False,False
22.718,330,-1734,-816,-5012,7214,1659,False,False
22.72,-1463,-2040,-1020,-5072,6292,1876,False,False
22.767,-1156,-1544,-612,-4080,3398,3140,False,False
22.77,1815,-205,178,-3518,4315,3412,False,False
22.772,3095,861,-102,-4539,6647,4284,False,False
22.815,-2206,1208,484,-4388,6657,2936,False,False
22.818,-3410,1712,917,-4197,5003,1949,False,False
22.865,-3077,1960,1655,-3930,4197,1625,False,False
22.867,-2385,1927,2240,-3781,4669,1925,False,False
22.87,-2820,2299,3262,-3880,5385,2226,False,False
22.913,-5100,2324,3974,-3959,5626,2401,False,False
22.917,-7686,2143,5045,-3885,5147,2136,False,False
22.962,-9325,1878,6190,-4147,4635,1360,False,False
22.967,-8711,1035,6980,-4124,5039,1132,False,False
22.969,-7763,134,7133,-3959,6218,1906,False,False
23.01,-10273,-428,7516,-3875,7170,2650,False,False
23.013,-13039,-1296,8127,-4129,5810,2606,False,False
23.059,-13525,-2610,8738,-3920,3626,2696,False,False
23.108,-10401,-3032,8687,-2836,3795,3398,False,False
23.157,-7763,-3131,7617,-1784,5573,4950,False,False
23.159,-9505,-2958,7362,-1476,7393,6272,False,False
23.162,-9325,-3454,7795,-1183,4082,6173,False,False
23.206,-7840,-3652,6395,-201,5102,7650,False,False
23.208,-7456,-3520,6751,-132,2953,7044,False,False
23.254,-3845,-3255,5732,308,2311,6770,False,False
23.256,-823,-3081,4509,896,3481,7218,False,False
23.259,-464,-2801,4611,795,4678,8152,False,False
23.303,-2283,-2958,4407,1498,4102,8083,False,False
23.306,-1540,-2784,4432,1373,3634,7826,False,False
23.352,-259,-2412,3897,1658,4137,7942,False,False
23.354,-183,-2313,3541,1696,4322,7846,False,False
23.357,-669,-2412,3337,1547,3717,7601,False,False
23.401,-362,-2189,3261,2122,3677,8198,False,False
23.404,-234,-1611,2905,2487,4176,8389,False,False
23.45,406,-1627,2342,2334,3908,8042,False,False
23.453,278,-1627,2138,2138,3407,7540,False,False
23.455,534,-1395,1934,2155,3323,7447,False,False
23.499,765,-999,1783,2594,3845,8125,False,False
23.502,330,-899,1452,2314,4024,8037,False,False
23.548,150,-519,1145,2534,3676,7502,False,False
23.551,-336,-800,1299,2269,3402,7519,False,False
23.554,-618,-726,1248,2305,3328,7671,False,False
23.595,125,-379,610,2556,3396,7601,False,False
23.6,406,-428,611,2461,3481,7420,False,False
23.644,355,-403,636,2436,3377,7320,False,False
23.647,483,-585,587,2442,3219,7308,False,False
23.65,22,-453,611,2608,3103,7411,False,False
23.693,381,-436,382,2715,3209,7516,False,False
23.695,483,-23,459,2696,3285,7385,False,False
23.741,176,-205,50,2706,3215,7024,False,False
23.744,253,-73,408,2654,3039,6660,False,False
23.747,202,-304,203,2874,3021,7245,False,False
23.79,304,-131,127,2900,3106,7326,False,False
23.792,330,125,230,2759,3194,7256,False,False
23.839,99,76,178,2696,3149,7170,False,False
23.841,74,-31,76,2622,3021,7080,False,False
23.844,73,-56,254,2760,2885,6969,False,False
