Time,Ang_X,Ang_Y,Ang_Z,Accel_X,Accel_Y,Accel_Z,Rest,Rest_Shift
52.067,-183,150,178,3096,1259,7439,True,True
52.069,48,-57,458,3012,1184,7507,True,True
52.072,-746,-206,714,3052,645,8128,True,True
52.074,-951,166,789,3087,67,8303,True,True
52.114,253,1216,3362,2571,-954,8940,True,True
52.157,611,1406,3745,2742,46,9243,True,True
52.159,790,1753,3999,2785,999,9506,True,True
52.161,995,2093,3590,2788,1439,9884,True,True
52.164,1174,3175,3439,3156,2327,10341,True,True
52.247,1584,3993,3006,3618,3321,10815,True,True
52.25,1200,4448,2446,3836,4259,10772,False,True
52.252,48,5399,1197,3757,4814,10513,False,False
52.255,-797,6118,230,3597,5063,10402,False,False
52.292,-926,6812,-3591,3301,6843,9013,False,False
52.294,-2308,6614,-6089,2897,6856,8594,False,False
52.337,-3922,6060,-7719,2304,5814,7991,False,False
52.339,-5279,5696,-9401,2196,4401,7678,False,False
52.341,-5894,5225,-10624,2107,3322,7161,False,False
52.427,-6867,4374,-11516,1977,1624,6834,False,False
52.429,-7328,4117,-11694,2018,56,6288,False,False
52.431,-7251,3539,-11439,1968,-1169,5758,False,False
52.434,-7379,2944,-10800,2009,-2622,5931,False,False
52.517,-6355,1803,-8790,1966,-5464,6143,False,False
52.519,-5971,1538,-7135,1690,-5985,6529,False,False
52.521,-5817,563,-5351,1749,-6376,6485,False,False
52.524,-5945,-759,-3465,1317,-6860,5962,False,False
52.606,-5689,-1619,100,2429,-5432,12401,False,False
52.608,-3614,-982,101,1901,-2042,8611,False,False
52.652,-5177,-875,1044,949,-5822,9160,False,False
52.654,-5894,-1396,2471,162,-6046,7259,False,False
52.656,-8506,-3181,3948,-199,-6268,5776,False,False
52.696,-8890,-4066,4738,317,-8284,6392,False,False
52.698,-7353,-5041,7541,575,-11682,5703,False,False
52.701,-7353,-5338,10165,593,-12470,7128,False,False
52.787,-6099,-5487,12763,919,-11845,5179,False,False
52.791,-6816,-5653,15209,801,-10919,5140,False,False
52.793,-6995,-6653,17476,903,-11340,4275,False,False
52.796,-5253,-6777,19336,860,-8063,2371,False,False
52.831,3889,-9388,19388,435,-9048,873,False,False
52.834,13877,-8942,19413,3494,-4401,2722,False,False
52.877,15055,-6653,18190,5011,4426,7311,False,False
52.879,7628,-2313,15796,6097,11040,10830,False,False
52.881,-3077,-1644,12865,6680,10101,10372,False,False
53.011,-5638,-404,10700,3929,5755,6943,False,False
53.013,-234,819,6240,2289,4186,5413,False,False
53.015,5835,1382,1349,1693,6469,5220,False,False
53.019,5349,1688,-1734,792,7989,6051,False,False
53.056,2686,4340,-10038,-1053,1294,5173,False,False
53.058,3274,4324,-11773,-1954,299,6705,False,False
53.147,3172,4010,-11668,-1562,-104,5927,False,False
53.149,2916,4018,-12791,-1785,-1720,6334,False,False
53.151,3326,4192,-11847,-1792,-4719,6560,False,False
53.191,8191,3167,-10854,-3156,-5346,4748,False,False
53.194,8601,2538,-10727,-3047,-5229,5204,False,False
53.237,8755,1778,-9834,-2810,-5355,4883,False,False
53.326,8934,985,-8994,-3177,-5782,5166,False,False
53.329,10138,-313,-8075,-3106,-6060,5862,False,False
53.331,11111,-2016,-7134,-1931,-5333,6999,False,False
53.333,11930,-4297,-4714,-1374,-4097,8210,False,False
53.372,7679,-4033,-1225,-159,-110,9418,False,False
53.373,5503,-4570,-663,-243,365,9936,False,False
53.507,3582,-4545,-357,-47,-537,9718,False,False
53.508,2967,-3851,687,-219,-1787,9937,False,False
53.511,3274,-3305,1375,-122,-336,9939,False,False
53.514,3095,-3569,1759,459,832,10429,False,False
53.551,5400,-3462,1783,1679,3082,10554,False,False
53.554,2327,-3206,1350,2058,2815,10400,False,False
53.596,-311,-3181,1450,1625,1075,8751,False,False
53.598,-132,-3784,2039,822,-247,7369,False,False
53.601,1738,-3495,2190,1208,388,8238,False,False
53.687,2609,-3479,1910,2387,2230,9652,False,False
53.689,970,-2933,1783,2785,2593,10124,False,False
53.691,-388,-2124,1911,2071,1541,8774,False,False
53.694,-55,-2660,1885,1480,672,7558,False,False
53.731,1764,-2412,1579,2991,2783,9659,False,False
53.734,1174,-2048,1044,3123,2973,9721,False,False
53.783,457,-1776,1070,2518,2129,8547,False,False
53.784,253,-1520,1095,2239,1543,7700,False,False
53.785,1251,-1776,1019,2467,2133,7915,False,False
53.867,1175,-1544,662,2724,2236,8332,False,False
53.912,1072,-1536,23,2629,1995,8460,False,False
53.914,1226,-974,484,2621,2111,8395,False,False
53.916,842,-908,151,2723,2376,8120,False,False
53.919,-183,-875,178,2694,1492,7515,False,False
