Time,Ang_X,Ang_Y,Ang_Z,Accel_X,Accel_Y,Accel_Z,Rest,Rest_Shift
28.907,304,44,128,1633,2641,9465,True,True
28.909,-669,366,-25,1594,3232,10277,True,True
28.955,-1181,1185,-485,1735,3534,11085,True,True
28.958,-1232,2036,-1275,1848,3483,11560,True,True
28.96,-387,2822,-2039,1609,3803,11520,True,True
29.004,-976,4269,-2804,1467,4315,11595,True,True
29.007,-1872,5079,-3313,1288,3986,11766,True,True
29.052,-2231,6072,-3849,1419,3258,11701,True,True
29.055,-1360,7419,-4563,1220,3713,11527,True,True
29.057,-1796,8337,-4868,1358,3994,11152,True,True
29.103,-4126,9180,-5429,938,3246,9984,False,True
29.107,-5125,9370,-5249,724,2670,9564,False,False
29.153,-6200,9767,-5378,825,2139,9627,False,False
29.155,-6943,10470,-4892,458,1788,8442,False,False
29.157,-6764,10412,-4739,-154,489,7772,False,False
29.2,-6380,10512,-4154,-593,-405,7138,False,False
29.202,-5970,10015,-4207,-1198,-378,6310,False,False
29.25,-5893,9626,-3568,-1486,-1163,6409,False,False
29.254,-6226,8701,-3364,-1866,-1766,5305,False,False
29.256,-5714,7733,-3237,-2154,-2175,4547,False,False
29.297,-4382,6394,-3111,-2471,-2060,4524,False,False
29.301,-4049,5476,-2957,-2473,-2073,4434,False,False
29.394,-3358,4583,-2855,-2872,-2226,4064,False,False
29.396,-2794,3979,-2523,-2857,-2374,3777,False,False
29.399,-2359,2665,-2191,-3010,-2144,4001,False,False
29.443,484,-80,-1020,-3226,-2780,3727,False,False
29.445,740,-278,-1430,-3679,-3336,3711,False,False
29.491,2200,-956,-484,-3361,-3622,4239,False,False
29.493,5503,-1403,-613,-3756,-3941,4317,False,False
29.496,8960,-1643,-255,-3922,-4151,4089,False,False
29.54,13954,-2337,406,-3923,-3951,3758,False,False
29.542,16669,-2594,1530,-3963,-3720,3536,False,False
29.589,19665,-3421,1605,-4231,-3188,2828,False,False
29.591,21407,-4421,2548,-4553,-2374,2682,False,False
29.638,22585,-5495,3492,-4176,-1864,2492,False,False
29.64,24480,-6835,4637,-2898,106,1153,False,False
29.642,24787,-7298,5453,-2196,2703,1269,False,False
29.645,21458,-8463,6446,-986,8024,2259,False,False
29.687,16823,-7819,6573,703,12348,4603,False,False
29.689,11624,-6191,5939,1389,12214,6456,False,False
29.735,9268,-4636,4537,527,12275,6978,False,False
29.738,6553,-3412,3058,-722,12929,7664,False,False
29.74,1995,-1891,1936,-958,11604,7999,False,False
29.784,-1309,-700,1299,-1239,8683,6577,False,False
29.833,-1924,-353,1147,-1528,7670,6039,False,False
29.835,-2359,-80,635,-1410,7010,5601,False,False
29.837,-2564,118,330,-1115,6457,5151,False,False
29.84,-2692,36,484,-1073,5936,5118,False,False
29.883,-1898,416,510,-645,5659,4465,False,False
29.885,-1924,689,50,-228,5533,4238,False,False
29.931,-1949,689,-26,-74,5581,3342,False,False
29.934,-1744,358,-153,237,6075,3735,False,False
29.936,-2820,416,-179,-222,6242,4187,False,False
29.979,-5662,706,203,-280,5981,4751,False,False
29.984,-6969,912,433,-60,5173,4989,False,False
30.028,-8249,1309,1071,108,4205,5267,False,False
30.03,-8326,1383,1452,-885,4105,4734,False,False
30.034,-6354,1111,1274,-1626,3820,3839,False,False
30.077,-4971,912,1783,-599,3825,6135,False,False
30.079,-6047,664,2829,-405,3746,6746,False,False
30.126,-7481,515,3260,-919,3267,6796,False,False
30.127,-6994,52,4155,-1621,1986,6009,False,False
30.13,-4254,-519,4741,-1280,1360,5932,False,False
30.174,-515,-750,4229,-436,3003,6953,False,False
30.222,-873,-1130,4305,-595,4025,7662,False,False
30.225,-2205,-1420,4816,-873,3698,7685,False,False
30.227,-3050,-2164,5300,-933,2729,6639,False,False
30.231,-182,-2362,4943,-571,2924,6627,False,False
30.272,1021,-2345,3796,337,5218,8581,False,False
30.274,-1975,-2313,4026,205,4887,8505,False,False
30.321,-2922,-2610,4179,130,3397,8393,False,False
30.323,-1719,-2734,3797,384,2838,8152,False,False
30.325,-208,-2404,3465,829,3237,8513,False,False
30.369,356,-2420,2904,963,4291,9201,False,False
30.372,-720,-2238,2572,1056,3850,8742,False,False
30.418,-976,-2114,2368,1056,2953,8384,False,False
30.42,253,-1825,2088,1180,2839,8447,False,False
30.422,945,-1866,2089,1374,3569,8591,False,False
30.467,151,-1742,2013,1585,3271,8685,False,False
30.47,586,-1296,1834,1577,2762,8444,False,False
30.516,1713,-1097,1912,1645,2424,8211,False,False
30.519,2635,-725,1987,1713,2896,8128,False,False
30.522,2814,-725,1553,1628,3557,8257,False,False
30.564,2020,-783,1578,1479,3456,7675,False,False
30.613,1790,-890,1401,1630,3965,7273,False,False
30.662,535,-775,1478,1820,3917,7454,False,False
30.664,48,-899,1196,1956,3263,7522,False,False
30.667,894,-378,1044,2265,3775,7869,False,False
30.711,-771,-204,891,2217,3608,7792,False,False
30.712,-797,-30,891,2321,3182,7653,False,False
30.759,-182,94,867,2323,3310,7505,False,False
30.761,407,218,638,2175,3232,7478,False,False
30.764,484,168,560,2236,3545,7580,False,False
30.807,-105,317,331,2372,3529,7843,False,False
30.857,-669,424,280,2439,3072,7649,False,False
30.859,-310,292,50,2431,3172,7578,False,False
30.861,125,416,0,2401,3198,7448,False,False
30.864,253,383,154,2441,3329,7432,False,False
