Time,Ang_X,Ang_Y,Ang_Z,Accel_X,Accel_Y,Accel_Z,Rest,Rest_Shift
19.892,-28,317,205,2974,2323,7593,True,True
19.895,407,491,-153,2967,2669,7695,True,True
19.937,766,945,-663,2781,2896,7904,True,True
19.939,1559,838,-945,2669,2833,7883,True,True
19.987,2404,1036,-1224,2717,3063,8127,True,True
19.989,3070,1359,-1504,2788,3835,8504,True,True
19.991,3864,1599,-1912,2723,3467,8585,True,True
20.037,6528,2202,-2702,2373,3837,8409,True,True
20.083,8397,2425,-3926,2158,4948,8493,True,True
20.088,8756,3029,-4997,1942,6111,8886,True,True
20.09,8935,3393,-5938,1725,6837,8685,True,True
20.091,9012,3757,-6601,1327,7000,8309,False,True
20.132,8704,3914,-7875,347,7052,7085,False,False
20.135,8679,3790,-8437,-136,7072,6236,False,False
20.181,9396,3434,-9251,-463,7253,6015,False,False
20.183,10267,3542,-10449,-645,7894,5691,False,False
20.187,10728,3293,-11188,-1268,8171,5229,False,False
20.23,10062,2549,-12031,-1989,7928,4137,False,False
20.232,10113,1557,-12182,-2060,7562,3579,False,False
20.278,9908,1086,-12360,-2438,7870,3802,False,False
20.28,8807,565,-12641,-2779,7501,4227,False,False
20.283,7885,590,-12309,-3320,6631,3605,False,False
20.326,7424,-229,-11800,-3561,6649,2143,False,False
20.329,7091,-1072,-11698,-3515,6866,2612,False,False
20.375,5196,-1246,-11189,-3615,6113,2704,False,False
20.378,4377,-1477,-10527,-4303,5373,2143,False,False
20.38,4197,-1618,-9505,-4336,5306,1774,False,False
20.425,3147,-2114,-8358,-4103,5312,1551,False,False
20.427,2200,-2156,-8131,-4127,4703,1786,False,False
20.473,1944,-2064,-7034,-3930,4449,1741,False,False
20.475,740,-2164,-6015,-3706,4703,1640,False,False
20.478,-1258,-1973,-5072,-3715,3947,1913,False,False
20.522,-745,-1337,-3543,-3751,2469,1127,False,False
20.525,381,-1345,-2753,-3616,2817,1703,False,False
20.571,176,-1147,-1708,-4288,3543,1767,False,False
20.573,-848,-1055,-891,-4701,3901,1820,False,False
20.576,-1514,-824,-383,-5244,3420,1727,False,False
20.669,-950,-906,25,-5431,3649,2286,False,False
20.67,-976,-758,331,-5594,4239,2719,False,False
20.672,-1949,-105,740,-5860,4748,3047,False,False
20.675,-3230,-6,713,-6419,4700,2832,False,False
20.717,-4433,-229,867,-7242,4475,4159,False,False
20.722,-5765,-130,968,-7551,5352,4675,False,False
20.765,-8479,267,993,-7831,5728,5130,False,False
20.771,-11553,449,788,-7883,5568,5012,False,False
20.772,-14114,94,917,-8029,4336,4725,False,False
20.814,-14549,-6,1759,-6867,812,3453,False,False
20.817,-14293,193,1503,-8696,2676,4290,False,False
20.863,-16418,-410,2217,-8306,3271,4478,False,False
20.865,-19901,-551,2649,-8326,2475,3762,False,False
20.87,-20618,-981,3467,-8394,708,3136,False,False
20.912,-17289,-1799,3439,-8112,-1504,2642,False,False
20.915,-15599,-2709,4258,-7939,-409,3357,False,False
20.961,-16034,-3106,4052,-7968,-20,3876,False,False
20.963,-16444,-3875,4611,-7019,-1032,4348,False,False
20.966,-15420,-3776,5351,-6461,-3038,3513,False,False
21.058,-9530,-5016,5020,-6266,-1753,3408,False,False
21.06,-6917,-4892,5579,-5173,-1476,4039,False,False
21.063,-5790,-5735,6167,-5161,-1518,5393,False,False
21.155,202,-5041,4687,-948,3092,8005,False,False
21.158,-3332,-4057,4255,-1539,2892,7569,False,False
21.16,-2692,-2362,3542,-1454,1952,7429,False,False
21.163,-1053,-1412,2675,-1306,1171,7345,False,False
21.205,-1309,151,763,-2407,1988,7342,False,False
21.207,-1923,441,331,-2293,617,6751,False,False
21.254,-412,763,128,-2227,-77,6415,False,False
21.256,919,1061,-255,-2774,754,6752,False,False
21.258,1482,1111,-868,-2330,1188,7217,False,False
21.303,1278,1954,-1504,-1201,1708,7445,False,False
21.305,1278,2780,-2243,-538,1305,7384,False,False
21.351,1508,3219,-2879,-774,795,7233,False,False
21.354,2661,4004,-3618,-2153,1235,7004,False,False
21.356,2789,3690,-4255,-3029,1141,6405,False,False
21.399,2507,2822,-4767,-2700,619,4879,False,False
21.403,2481,2053,-5073,-2325,431,4668,False,False
21.448,2533,1408,-5046,-3847,-204,4080,False,False
21.45,1995,391,-4639,-4598,-229,4156,False,False
21.454,1508,-775,-4334,-3609,-78,3916,False,False
21.497,1098,-1899,-2906,-3400,-1313,4378,False,False
21.499,2251,-2089,-2472,-5319,-2000,3930,False,False
21.545,4044,-3635,-1326,-6061,-1473,3785,False,False
21.548,4914,-4644,-255,-4822,-735,3995,False,False
21.55,4274,-5190,1147,-3602,-1185,4104,False,False
21.594,4940,-5752,2650,-4509,-2566,5660,False,False
21.597,6118,-6174,3641,-5083,-2240,6185,False,False
21.643,7142,-6827,5606,-4969,-508,6688,False,False
21.646,6323,-6571,6447,-3710,480,6515,False,False
21.648,5094,-6628,7619,-2855,-181,7358,False,False
21.692,6041,-6157,8817,-2872,895,8335,False,False
21.695,6681,-5926,9123,-3129,2879,8083,False,False
21.741,5273,-6256,9199,-2680,4620,8285,False,False
21.789,1893,-5968,8409,-873,5423,8729,False,False
21.791,-720,-5884,9199,-695,4946,9262,False,False
21.794,919,-5661,7339,-1133,3825,8843,False,False
21.796,1944,-6033,6269,-1269,4422,8857,False,False
21.838,-1667,-6083,5581,419,5433,10025,False,False
21.84,-2180,-5413,4765,1237,4248,10418,False,False
21.887,-310,-4363,4001,1316,3493,9348,False,False
21.889,1380,-4074,3797,797,3687,8436,False,False
