Time,Ang_X,Ang_Y,Ang_Z,Accel_X,Accel_Y,Accel_Z,Rest,Rest_Shift
39.584,-490,-180,25,2890,2569,7265,True,True
39.586,-336,-7,178,2924,2447,7339,True,True
39.588,-80,-213,101,2920,2324,7258,True,True
39.633,586,299,-180,2631,2412,7900,True,True
39.682,2148,258,-459,2395,2233,8392,True,True
39.685,4760,1241,-1045,2225,2660,8906,True,True
39.686,7270,2002,-2091,1862,3810,9275,True,True
39.689,8678,2407,-2726,1659,5189,10182,True,True
39.731,9216,4060,-3975,987,5988,10177,True,True
39.735,11239,4804,-4994,439,5983,9610,True,True
39.779,13467,5829,-6725,119,7133,8526,False,True
39.782,14133,6143,-8892,-523,8954,7999,False,False
39.783,13237,6085,-10088,-892,10950,7390,False,False
39.831,11572,5325,-11949,-1158,11659,6369,False,False
39.835,10343,4473,-13250,-1225,11606,5632,False,False
39.878,9933,3622,-14728,-1274,11001,5052,False,False
39.886,8781,3192,-14955,-1590,10483,4197,False,False
39.89,8294,2118,-15643,-1820,9670,3715,False,False
39.925,6911,993,-16485,-1921,9054,3012,False,False
39.927,5964,-188,-16151,-1987,8466,3046,False,False
39.974,4581,-495,-15898,-2061,7210,2894,False,False
39.976,3326,-1048,-15056,-2098,5636,2286,False,False
39.98,3223,-1395,-14062,-2178,4919,1706,False,False
40.023,3070,-1891,-12968,-2733,3962,1694,False,False
40.025,2788,-2057,-11643,-3045,3552,1995,False,False
40.072,2045,-2462,-10522,-2987,3393,2025,False,False
40.074,1482,-2164,-9222,-2855,2841,2022,False,False
40.076,1021,-2486,-8077,-2903,2516,1950,False,False
40.121,355,-2486,-6191,-3017,1962,1596,False,False
40.123,-157,-2263,-4891,-3383,1920,2338,False,False
40.218,-1514,-2238,-3746,-3495,1783,2678,False,False
40.22,-2462,-2205,-2344,-3828,1224,2746,False,False
40.222,-1770,-1577,-1478,-4172,660,2711,False,False
40.225,-234,-1023,-102,-5022,880,3330,False,False
40.272,-4178,-321,1630,-6416,2591,4849,False,False
40.344,-4767,-411,2140,-7087,1814,4518,False,False
40.346,-4280,-147,2727,-7689,1681,5075,False,False
40.347,-5048,-156,2904,-7751,2410,5759,False,False
40.348,-7942,-114,3668,-7638,3750,6498,False,False
40.365,-15574,-436,4636,-8188,3430,5152,False,False
40.368,-17956,-924,5502,-8376,1283,4199,False,False
40.413,-17443,-1618,6319,-8512,458,3921,False,False
40.415,-16137,-1867,6036,-8374,602,3836,False,False
40.417,-16906,-2288,6139,-8404,1110,3784,False,False
40.463,-18954,-3082,7490,-7860,-72,3545,False,False
40.465,-17418,-3726,7898,-7839,-1544,2784,False,False
40.51,-13551,-4644,5779,-7962,-2435,2485,False,False
40.516,-11860,-5536,6012,-7290,-1500,3683,False,False
40.518,-11451,-6124,6674,-6427,-987,4995,False,False
40.559,-11399,-6355,8100,-6208,-1676,4986,False,False
40.561,-9735,-6917,6700,-6376,-1929,5303,False,False
40.608,-8685,-7520,6853,-4572,-1377,5745,False,False
40.61,-7558,-7851,7133,-2981,56,7174,False,False
40.614,-6201,-7024,6649,-1277,1093,7858,False,False
40.657,-5432,-5644,5886,-427,158,7410,False,False
40.659,-2718,-5041,5198,-628,694,7914,False,False
40.706,-1438,-4321,4255,146,2076,8473,False,False
40.708,-2026,-3238,3362,557,2802,8486,False,False
40.754,-2103,-2189,2700,-120,1881,7909,False,False
40.756,-772,-1073,1401,-1018,1270,7456,False,False
40.758,-362,-552,814,-1344,847,7344,False,False
40.761,-516,-56,560,-1620,213,7185,False,False
40.802,278,373,230,-1905,77,7316,False,False
40.805,893,489,-204,-2074,660,7392,False,False
40.852,176,894,-306,-1806,778,7606,False,False
40.854,-439,1175,-383,-1937,-55,7325,False,False
40.857,150,828,-842,-1903,-618,7325,False,False
40.949,816,1671,-1402,-1073,-115,7533,False,False
41.048,611,1754,-1758,-645,481,7075,False,False
41.053,150,1647,-2166,50,218,6398,False,False
41.057,1507,2275,-2166,-411,-167,5955,False,False
41.061,2225,2407,-2574,-678,352,6266,False,False
41.097,1738,-1751,-1427,-1974,905,4865,False,False
41.099,381,-2296,-891,-2983,-1052,5921,False,False
41.144,2609,-2131,-1580,-5095,-1948,5898,False,False
41.148,6373,-2900,-1071,-5339,166,6152,False,False
41.151,5042,-4032,279,-3724,1723,6422,False,False
41.193,1892,-4636,2445,-2681,-39,6403,False,False
41.241,3095,-5214,2190,-4434,-1076,7225,False,False
41.243,6757,-5313,2445,-4768,-468,7397,False,False
41.246,9190,-5743,2750,-3985,2257,7532,False,False
41.29,7705,-5933,3413,-2580,3154,7370,False,False
41.293,5605,-6156,4942,-2057,1934,8319,False,False
41.296,6066,-5884,4509,-2209,2052,9449,False,False
41.339,6988,-5462,4662,-1807,3959,8938,False,False
41.341,6373,-5801,4434,-1387,5210,9529,False,False
41.343,1943,-5412,5120,-486,5129,8765,False,False
41.388,-772,-5313,5197,-899,4041,9142,False,False
41.39,-55,-4908,4127,-162,3887,10086,False,False
41.436,278,-4661,3694,762,4588,10032,False,False
41.439,406,-4346,3286,481,4254,9730,False,False
41.441,586,-3850,3108,162,4296,9003,False,False
41.486,995,-3776,2675,415,4131,9188,False,False
41.488,1354,-3503,2547,752,3890,8981,False,False
41.534,1584,-2908,2216,1117,4188,9606,False,False
